IP,SLOT,PORT,VLAN,ID_PORT
172.28.113.99,15,8,"2856,,508",100203192-407396797
172.28.113.99,15,9,"2856,,508",100203192-407396798
172.28.113.99,15,10,"2856,,508",100203192-407396799
172.28.113.99,15,11,"2856,,508",100203192-407396800
172.28.113.99,15,12,"2856,,508",100203192-407396801
172.28.113.99,15,13,"2856,,508",100203192-407396802
172.28.113.99,15,14,"2856,,508",100203192-407396803
172.28.113.99,15,15,"2856,,508",100203192-407396804
172.28.113.99,15,16,"2856,,508",100203192-407396805
172.28.113.99,16,1,"2856,,508",100203189-407396774
172.28.113.99,16,2,"2856,,508",100203189-407396775
172.28.113.99,16,3,"2856,,508",100203189-407396776
172.28.113.99,16,4,"2856,,508",100203189-407396777
172.28.113.99,16,5,"2856,,508",100203189-407396778
172.28.113.99,16,6,"2856,,508",100203189-407396779
172.28.113.99,16,7,"2856,,508",100203189-407396780
172.28.113.99,16,8,"2856,,508",100203189-407396781
172.28.113.99,16,9,"2856,,508",100203189-407396782
172.28.113.99,16,10,"2856,,508",100203189-407396783
172.28.113.99,16,11,"2856,,508",100203189-407396784
172.28.113.99,16,12,"2856,,508",100203189-407396785
172.28.113.99,16,13,"2856,,508",100203189-407396786
172.28.113.99,16,14,"2856,,508",100203189-407396787
172.28.113.99,16,15,"2856,,508",100203189-407396788
172.28.113.99,16,16,"2856,,508",100203189-407396789
172.28.113.99,17,1,"2856,,508",100203186-407396712
172.28.113.99,17,2,"2856,,508",100203186-407396713
172.28.113.99,17,3,"2856,,508",100203186-407396714
172.28.113.99,17,4,"2856,,508",100203186-407396715
172.28.113.99,17,5,"2856,,508",100203186-407396716
172.28.113.99,17,6,"2856,,508",100203186-407396717
172.28.113.99,17,7,"2856,,508",100203186-407396718
172.28.113.99,17,8,"2856,,508",100203186-407396719
172.28.113.99,17,9,"2856,,508",100203186-407396720
172.28.113.99,17,10,"2856,,508",100203186-407396721
172.28.113.99,17,11,"2856,,508",100203186-407396722
172.28.113.99,17,12,"2856,,508",100203186-407396723
172.28.113.99,17,13,"2856,,508",100203186-407396724
172.28.113.99,17,14,"2856,,508",100203186-407396725
172.28.113.99,17,15,"2856,,508",100203186-407396726
172.28.113.99,17,16,"2856,,508",100203186-407396727
172.24.206.140,6,1,"3981,,1261",233328358-1119295884
172.24.206.140,6,2,"3981,,1261",233328358-1119227008
172.24.206.140,6,3,"3981,,1261",233328358-1119295885
172.24.206.140,6,4,"3981,,1261",233328358-1119227009
172.24.206.140,6,5,"3981,,1261",233328358-1119295886
172.24.206.140,6,6,"3981,,1261",233328358-1119227010
172.24.206.140,6,7,"3981,,1261",233328358-1119295887
172.24.206.140,6,8,"3981,,1261",233328358-1119227011
172.24.206.140,6,9,"3981,,1261",233328358-1119295888
172.24.206.140,6,10,"3981,,1261",233328358-1119227012
172.24.206.140,6,11,"3981,,1261",233328358-1119295889
172.24.206.140,6,12,"3981,,1261",233328358-1119227013
172.24.206.140,6,13,"3981,,1261",233328358-1119295890
172.24.206.140,6,14,"3981,,1261",233328358-1119227014
172.24.206.140,6,15,"3981,,1261",233328358-1119295891
172.24.206.140,6,16,"3981,,1261",233328358-1119227015
172.28.116.210,2,1,3999.504,239928309-1182803546
172.28.116.210,2,2,3999.504,239928309-1182803547
172.28.116.210,2,3,3999.504,239928309-1182803548
172.28.116.210,2,4,3999.504,239928309-1182803549
172.28.116.210,2,5,3999.504,239928309-1182803550
172.28.116.210,2,6,3999.504,239928309-1182803551
172.28.116.210,2,7,3999.504,239928309-1182803552
172.28.116.210,2,8,3999.504,239928309-1182803553
172.28.116.210,2,9,3999.504,239928309-1182803554
172.28.116.210,2,10,3999.504,239928309-1182803555
172.28.116.210,2,11,3999.504,239928309-1182803556
172.28.116.210,2,12,3999.504,239928309-1182803557
172.28.116.210,2,13,3999.504,239928309-1182803558
172.28.116.210,2,14,3999.504,239928309-1182803559
172.28.116.210,2,15,3999.504,239928309-1182803560
172.28.116.210,2,16,3999.504,239928309-1182803561
172.28.116.210,3,1,3999.504,239928310-1182803562
172.28.116.210,3,2,3999.504,239928310-1182803563
172.28.116.210,3,3,3999.504,239928310-1182803564
172.28.116.210,3,4,3999.504,239928310-1182803565
172.28.116.210,3,5,3999.504,239928310-1182803566
172.28.116.210,3,6,3999.504,239928310-1182803567
172.28.116.210,3,7,3999.504,239928310-1182803568
172.28.116.210,3,8,3999.504,239928310-1182803569
172.28.116.210,3,9,3999.504,239928310-1182803570
172.28.116.210,3,10,3999.504,239928310-1182803571
172.28.116.210,3,11,3999.504,239928310-1182803572
172.28.116.210,3,12,3999.504,239928310-1182803573
172.28.116.210,3,13,3999.504,239928310-1182803574
172.28.116.210,3,14,3999.504,239928310-1182803575
172.28.116.210,3,15,3999.504,239928310-1182803576
172.28.116.210,3,16,3999.504,239928310-1182803577
172.28.116.210,4,1,3999.504,239928311-1182803578
172.28.116.210,4,2,3999.504,239928311-1182803579
172.28.116.210,4,3,3999.504,239928311-1182803580
172.28.116.210,4,4,3999.504,239928311-1182803581
172.28.116.210,4,5,3999.504,239928311-1182803582
172.28.116.210,4,6,3999.504,239928311-1182803583
172.28.116.210,4,7,3999.504,239928311-1182803584
172.28.116.210,4,8,3999.504,239928311-1182803585
172.28.116.210,4,9,3999.504,239928311-1182803586
172.28.116.210,4,10,3999.504,239928311-1182803587
172.28.116.210,4,11,3999.504,239928311-1182803588
172.28.116.210,4,12,3999.504,239928311-1182803589
172.28.116.210,4,13,3999.504,239928311-1182803590
172.28.116.210,4,14,3999.504,239928311-1182803591
172.28.116.210,4,15,3999.504,239928311-1182803592
172.28.116.210,4,16,3999.504,239928311-1182803593
172.28.116.210,5,1,3999.504,374553461-1468737794
172.28.116.210,5,2,3999.504,374553461-1468724666
172.28.116.210,5,3,3999.504,374553461-1468737795
172.28.116.210,5,4,3999.504,374553461-1468724667
172.28.116.210,5,5,3999.504,374553461-1468737796
172.28.116.210,5,6,3999.504,374553461-1468724668
172.28.116.210,5,7,3999.504,374553461-1468737797
172.28.116.210,5,8,3999.504,374553461-1468724669
172.28.116.210,5,9,3999.504,374553461-1468737798
172.28.116.210,5,10,3999.504,374553461-1468724670
172.28.116.210,5,11,3999.504,374553461-1468737799
172.28.116.210,5,12,3999.504,374553461-1468724671
172.28.116.210,5,13,3999.504,374553461-1468737800
172.28.116.210,5,14,3999.504,374553461-1468724672
172.28.116.210,5,15,3999.504,374553461-1468737801
172.28.116.210,5,16,3999.504,374553461-1468724673
172.28.116.210,6,1,3999.504,399678406-1482621853
172.28.116.210,6,2,3999.504,399678406-1482313864
172.28.116.210,6,3,3999.504,399678406-1482621854
172.28.116.210,6,4,3999.504,399678406-1482313865
172.28.116.210,6,5,3999.504,399678406-1482621855
172.28.116.210,6,6,3999.504,399678406-1482313866
172.28.116.210,6,7,3999.504,399678406-1482621856
172.28.116.210,6,8,3999.504,399678406-1482313867
172.28.116.210,6,9,3999.504,399678406-1482621857
172.28.116.210,6,10,3999.504,399678406-1482313868
172.28.116.210,6,11,3999.504,399678406-1482621858
172.28.116.210,6,12,3999.504,399678406-1482313869
172.28.116.210,6,13,3999.504,399678406-1482621859
172.28.116.210,6,14,3999.504,399678406-1482313870
172.28.116.210,6,15,3999.504,399678406-1482621860
172.28.116.210,6,16,3999.504,399678406-1482313871
172.28.116.210,7,1,3999.504,478278353-1911315845
172.28.116.210,7,2,3999.504,478278353-1911283335
172.28.116.210,7,3,3999.504,478278353-1911315846
172.28.116.210,7,4,3999.504,478278353-1911283336
172.28.116.210,7,5,3999.504,478278353-1911315847
172.28.116.210,7,6,3999.504,478278353-1911283337
172.28.116.210,7,7,3999.504,478278353-1911315848
172.28.116.210,7,8,3999.504,478278353-1911283338
172.28.116.210,7,9,3999.504,478278353-1911315849
172.28.116.210,7,10,3999.504,478278353-1911283339
172.28.116.210,7,11,3999.504,478278353-1911315850
172.28.116.210,7,12,3999.504,478278353-1911283340
172.28.116.210,7,13,3999.504,478278353-1911315851
172.28.116.210,7,14,3999.504,478278353-1911283341
172.28.116.210,7,15,3999.504,478278353-1911315852
172.28.116.210,7,16,3999.504,478278353-1911283342
172.28.116.210,8,1,3999.504,483303347-1921590825
172.28.116.210,8,2,3999.504,483303347-1921517144
172.28.116.210,8,3,3999.504,483303347-1921590826
172.28.116.210,8,4,3999.504,483303347-1921517145
172.28.116.210,8,5,3999.504,483303347-1921590827
172.28.116.210,8,6,3999.504,483303347-1921517146
172.28.116.210,8,7,3999.504,483303347-1921590828
172.28.116.210,8,8,3999.504,483303347-1921517147
172.28.116.210,8,9,3999.504,483303347-1921590829
172.28.116.210,8,10,3999.504,483303347-1921517148
172.28.116.210,8,11,3999.504,483303347-1921590830
172.28.116.210,8,12,3999.504,483303347-1921517149
172.28.116.210,8,13,3999.504,483303347-1921590831
172.28.116.210,8,14,3999.504,483303347-1921517150
172.28.116.210,8,15,3999.504,483303347-1921590832
172.28.116.210,8,16,3999.504,483303347-1921517151
172.28.116.210,12,1,3999.504,483228348-1921517164
172.28.116.210,12,2,3999.504,483228348-1921590833
172.28.116.210,12,3,3999.504,483228348-1921517165
172.28.116.210,12,4,3999.504,483228348-1921590834
172.28.116.210,12,5,3999.504,483228348-1921517166
172.28.116.210,12,6,3999.504,483228348-1921590835
172.28.116.210,12,7,3999.504,483228348-1921517167
172.28.116.210,12,8,3999.504,483228348-1921590836
172.28.116.210,12,9,3999.504,483228348-1921517168
172.28.116.210,12,10,3999.504,483228348-1921590837
172.28.116.210,12,11,3999.504,483228348-1921517169
172.28.116.210,12,12,3999.504,483228348-1921590838
172.28.116.210,12,13,3999.504,483228348-1921517170
172.28.116.210,12,14,3999.504,483228348-1921590839
172.28.116.210,12,15,3999.504,483228348-1921517171
172.28.116.210,12,16,3999.504,483228348-1921590840
172.28.116.210,13,1,3999.504,483303348-1921590841
172.28.116.210,13,2,3999.504,483303348-1921517192
172.28.116.210,13,3,3999.504,483303348-1921590842
172.28.116.210,13,4,3999.504,483303348-1921517193
172.28.116.210,13,5,3999.504,483303348-1921590843
172.28.116.210,13,6,3999.504,483303348-1921517194
172.28.116.210,13,7,3999.504,483303348-1921590844
172.28.116.210,13,8,3999.504,483303348-1921517195
172.28.116.210,13,9,3999.504,483303348-1921590845
172.28.116.210,13,10,3999.504,483303348-1921517196
172.28.116.210,13,11,3999.504,483303348-1921590846
172.28.116.210,13,12,3999.504,483303348-1921517197
172.28.116.210,13,13,3999.504,483303348-1921590847
172.28.116.210,13,14,3999.504,483303348-1921517198
172.28.116.210,13,15,3999.504,483303348-1921590848
172.28.116.210,13,16,3999.504,483303348-1921517199
172.28.116.210,14,1,3999.504,591303373-2127273321
172.28.116.210,14,2,3999.504,591303373-2127233033
172.28.116.210,14,3,3999.504,591303373-2127273322
172.28.116.210,14,4,3999.504,591303373-2127233034
172.28.116.210,14,5,3999.504,591303373-2127273323
172.28.116.210,14,6,3999.504,591303373-2127233035
172.28.116.210,14,7,3999.504,591303373-2127273324
172.28.116.210,14,8,3999.504,591303373-2127233036
172.28.116.210,14,9,3999.504,591303373-2127273325
172.28.116.210,14,10,3999.504,591303373-2127233037
172.28.116.210,14,11,3999.504,591303373-2127273326
172.28.116.210,14,12,3999.504,591303373-2127233038
172.28.116.210,14,13,3999.504,591303373-2127273327
172.28.116.210,14,14,3999.504,591303373-2127233039
172.28.116.210,14,15,3999.504,591303373-2127273328
172.28.116.210,14,16,3999.504,591303373-2127233040
172.28.116.214,2,1,"2875,,501",238953364-1180853200
172.28.116.214,2,2,"2875,,501",238953364-1180853201
172.28.116.214,2,3,"2875,,501",238953364-1180853202
172.28.116.214,2,4,"2875,,501",238953364-1180853203
172.28.116.214,2,5,"2875,,501",238953364-1180853204
172.28.116.214,2,6,"2875,,501",238953364-1180853205
172.28.116.214,2,7,"2875,,501",238953364-1180853206
172.28.116.214,2,8,"2875,,501",238953364-1180853207
172.28.116.214,2,9,"2875,,501",238953364-1180853208
172.28.116.214,2,10,"2875,,501",238953364-1180853209
172.28.116.214,2,11,"2875,,501",238953364-1180853210
172.28.116.214,2,12,"2875,,501",238953364-1180853211
172.28.116.214,2,13,"2875,,501",238953364-1180853212
172.28.116.214,2,14,"2875,,501",238953364-1180853213
172.28.116.214,2,15,"2875,,501",238953364-1180853214
172.28.116.214,2,16,"2875,,501",238953364-1180853215
172.28.114.7,2,1,"3372,,2657",228003360-1105406717
172.28.114.7,2,2,"3372,,2657",228003360-1105406719
172.28.114.7,2,3,"3372,,2657",228003360-1105406720
172.28.114.7,2,4,"3372,,2657",228003360-1105406721
172.28.114.7,2,5,"3372,,2657",228003360-1105406722
172.28.114.7,2,6,"3372,,2657",228003360-1105406724
172.28.114.7,2,7,"3372,,2657",228003360-1105406725
172.28.114.7,2,8,"3372,,2657",228003360-1105406726
172.28.114.7,3,1,"3372,,2657",228003361-1105406740
172.28.114.7,3,2,"3372,,2657",228003361-1105406741
172.28.114.7,3,3,"3372,,2657",228003361-1105406742
172.28.114.7,3,4,"3372,,2657",228003361-1105406743
172.28.114.7,3,5,"3372,,2657",228003361-1105406744
172.28.114.7,3,6,"3372,,2657",228003361-1105406745
172.28.114.7,3,7,"3372,,2657",228003361-1105406746
172.28.114.7,3,8,"3372,,2657",228003361-1105406747
172.28.114.7,3,9,"3372,,2657",228003361-1105406748
172.28.114.7,3,10,"3372,,2657",228003361-1105406749
172.28.114.7,3,11,"3372,,2657",228003361-1105406750
172.28.114.7,3,12,"3372,,2657",228003361-1105406751
172.28.114.7,3,13,"3372,,2657",228003361-1105406752
172.28.114.7,3,14,"3372,,2657",228003361-1105406753
172.28.114.7,3,15,"3372,,2657",228003361-1105406754
172.28.114.7,3,16,"3372,,2657",228003361-1105406755
172.28.114.7,4,1,"3372,,2657",358953403-1462252658
172.28.114.7,4,2,"3372,,2657",358953403-1455787008
172.28.114.7,4,3,"3372,,2657",358953403-1462252659
172.28.114.7,4,4,"3372,,2657",358953403-1455787009
172.28.114.7,4,5,"3372,,2657",358953403-1462252660
172.28.114.7,4,6,"3372,,2657",358953403-1455787010
172.28.114.7,4,7,"3372,,2657",358953403-1462252661
172.28.114.7,4,8,"3372,,2657",358953403-1455787011
172.28.114.7,7,1,"3372,,2657",680628445-2204639810
172.28.114.7,7,2,"3372,,2657",680628445-2205483634
172.28.114.7,7,3,"3372,,2657",680628445-2204639811
172.28.114.7,7,4,"3372,,2657",680628445-2205483635
172.28.114.7,7,5,"3372,,2657",680628445-2204639812
172.28.114.7,7,6,"3372,,2657",680628445-2205483636
172.28.114.7,7,7,"3372,,2657",680628445-2204639813
172.28.114.7,7,8,"3372,,2657",680628445-2205483637
172.28.114.7,7,9,"3372,,2657",680628445-2204639814
172.28.114.7,7,10,"3372,,2657",680628445-2205483638
172.28.114.7,7,11,"3372,,2657",680628445-2204639815
172.28.114.7,7,12,"3372,,2657",680628445-2205483639
172.28.114.7,7,13,"3372,,2657",680628445-2204639816
172.28.114.7,7,14,"3372,,2657",680628445-2205483640
172.28.114.7,7,15,"3372,,2657",680628445-2204639817
172.28.114.7,7,16,"3372,,2657",680628445-2205483641
172.28.116.197,12,0,"2865 , 979",232203318-1118157134
172.28.116.197,12,1,"2865 , 979",232203318-1118092810
172.28.116.197,12,2,"2865 , 979",232203318-1118157135
172.28.116.197,12,3,"2865 , 979",232203318-1118092811
172.28.116.197,12,4,"2865 , 979",232203318-1118157136
172.28.116.197,12,5,"2865 , 979",232203318-1118092812
172.28.116.197,12,6,"2865 , 979",232203318-1118157137
172.28.116.197,12,7,"2865 , 979",232203318-1118092813
172.28.116.197,12,8,"2865 , 979",232203318-1118157138
172.28.116.197,12,9,"2865 , 979",232203318-1118092814
172.28.116.197,12,10,"2865 , 979",232203318-1118157139
172.28.116.197,12,11,"2865 , 979",232203318-1118092815
172.28.116.197,12,12,"2865 , 979",232203318-1118157140
172.28.116.197,12,13,"2865 , 979",232203318-1118092816
172.28.116.197,12,14,"2865 , 979",232203318-1118157141
172.28.116.197,12,15,"2865 , 979",232203318-1118092817
172.28.114.15,1,1,"3136,,272",12105466-76004774
172.28.114.15,1,2,"3136,,272",12105466-76004776
172.28.114.15,1,3,"3136,,272",12105466-76004778
172.28.114.15,1,4,"3136,,272",12105466-76004780
172.28.114.15,2,1,"3136,,272",12105473-76004782
172.28.114.15,2,2,"3136,,272",12105473-76004783
172.28.114.15,2,3,"3136,,272",12105473-76004784
172.28.114.15,2,4,"3136,,272",12105473-76004785
172.28.114.15,4,1,"3136,,272",12105483-76004821
172.28.114.15,4,2,"3136,,272",12105483-76004822
172.28.114.15,4,3,"3136,,272",12105483-76004823
172.28.114.15,4,4,"3136,,272",12105483-76004824
172.28.114.15,5,1,"3136,,272",12105489-76004845
172.28.114.15,5,2,"3136,,272",12105489-76004846
172.28.114.15,5,3,"3136,,272",12105489-76004847
172.28.114.15,5,4,"3136,,272",12105489-76004848
172.28.114.15,9,1,"3136,,272",12105509-76004909
172.28.114.15,9,2,"3136,,272",12105509-76004910
172.28.114.15,9,3,"3136,,272",12105509-76004911
172.28.114.15,9,4,"3136,,272",12105509-76004912
172.28.114.15,10,1,"3136,,272",12105512-76004925
172.28.114.15,10,2,"3136,,272",12105512-76004926
172.28.114.15,10,3,"3136,,272",12105512-76004927
172.28.114.15,10,4,"3136,,272",12105512-76004928
172.28.114.15,11,1,"3136,,272",12105516-76004973
172.28.114.15,11,2,"3136,,272",12105516-76004974
172.28.114.15,11,3,"3136,,272",12105516-76004975
172.28.114.15,11,4,"3136,,272",12105516-76004976
172.28.114.15,12,1,"3136,,272",12105519-76004985
172.28.114.15,12,2,"3136,,272",12105519-76004986
172.28.114.15,12,3,"3136,,272",12105519-76004988
172.28.114.15,12,4,"3136,,272",12105519-76004990
172.28.114.15,13,1,"3136,,272",12105522-76004997
172.28.114.15,13,2,"3136,,272",12105522-76004998
172.28.114.15,13,3,"3136,,272",12105522-76004999
172.28.114.15,13,4,"3136,,272",12105522-76005000
172.28.116.219,0,1,"2459,,500",257703319-1209822852
172.28.116.219,0,2,"2459,,500",257703319-1209822853
172.28.116.219,0,3,"2459,,500",257703319-1209822854
172.28.116.219,0,4,"2459,,500",257703319-1209822855
172.28.116.219,0,5,"2459,,500",257703319-1209822856
172.28.116.219,0,6,"2459,,500",257703319-1209822857
172.28.116.219,0,7,"2459,,500",257703319-1209822858
172.28.116.219,0,8,"2459,,500",257703319-1209822859
172.28.116.219,0,9,"2459,,500",257703319-1209822860
172.28.116.219,0,10,"2459,,500",257703319-1209822861
172.28.116.219,0,11,"2459,,500",257703319-1209822862
172.28.116.219,0,12,"2459,,500",257703319-1209822863
172.28.116.219,0,13,"2459,,500",257703319-1209822864
172.28.116.219,0,14,"2459,,500",257703319-1209822865
172.28.116.219,0,15,"2459,,500",257703319-1209822866
172.28.116.219,0,16,"2459,,500",257703319-1209822867
172.28.116.219,1,1,"2459,,500",257703319-1209822852
172.28.116.219,1,2,"2459,,500",257703319-1209822853
172.28.116.219,1,3,"2459,,500",257703319-1209822854
172.28.116.219,1,4,"2459,,500",257703319-1209822855
172.28.116.219,1,5,"2459,,500",257703319-1209822856
172.28.116.219,1,6,"2459,,500",257703319-1209822857
172.28.116.219,1,7,"2459,,500",257703319-1209822858
172.28.116.219,1,8,"2459,,500",257703319-1209822859
172.28.116.219,1,9,"2459,,500",257703319-1209822860
172.28.116.219,1,10,"2459,,500",257703319-1209822861
172.28.116.219,1,11,"2459,,500",257703319-1209822862
172.28.116.219,1,12,"2459,,500",257703319-1209822863
172.28.116.219,1,13,"2459,,500",257703319-1209822864
172.28.116.219,1,14,"2459,,500",257703319-1209822865
172.28.116.219,1,15,"2459,,500",257703319-1209822866
172.28.116.219,1,16,"2459,,500",257703319-1209822867
172.28.113.104,2,1,"2981,,505",209853324-1038755096
172.28.113.104,2,2,"2981,,505",209853324-1038609081
172.28.113.104,2,3,"2981,,505",209853324-1038755097
172.28.113.104,2,4,"2981,,505",209853324-1038609082
172.28.113.104,2,5,"2981,,505",209853324-1038755098
172.28.113.104,2,6,"2981,,505",209853324-1038609083
172.28.113.104,2,7,"2981,,505",209853324-1038755099
172.28.113.104,2,8,"2981,,505",209853324-1038609084
172.28.113.104,2,9,"2981,,505",209853324-1038755100
172.28.113.104,2,10,"2981,,505",209853324-1038609085
172.28.113.104,2,11,"2981,,505",209853324-1038755101
172.28.113.104,2,12,"2981,,505",209853324-1038609086
172.28.113.104,2,13,"2981,,505",209853324-1038755102
172.28.113.104,2,14,"2981,,505",209853324-1038609087
172.28.113.104,2,15,"2981,,505",209853324-1038755103
172.28.113.104,2,16,"2981,,505",209853324-1038609088
172.28.113.104,3,1,"2981,,505",91427898-334662870
172.28.113.104,3,2,"2981,,505",91427898-334662871
172.28.113.104,3,3,"2981,,505",91427898-334662872
172.28.113.104,3,4,"2981,,505",91427898-334662873
172.28.113.104,3,5,"2981,,505",91427898-334662874
172.28.113.104,3,6,"2981,,505",91427898-334662875
172.28.113.104,3,7,"2981,,505",91427898-334662876
172.28.113.104,3,8,"2981,,505",91427898-334662877
172.28.113.104,3,9,"2981,,505",91427898-334662878
172.28.113.104,3,10,"2981,,505",91427898-334662879
172.28.113.104,3,11,"2981,,505",91427898-334662880
172.28.113.104,3,12,"2981,,505",91427898-334662881
172.28.113.104,3,13,"2981,,505",91427898-334662882
172.28.113.104,3,14,"2981,,505",91427898-334662883
172.28.113.104,3,15,"2981,,505",91427898-334662884
172.28.113.104,3,16,"2981,,505",91427898-334662885
172.28.113.104,4,1,"2981,,505",91427899-334662889
172.28.113.104,4,2,"2981,,505",91427899-334662890
172.28.113.104,4,3,"2981,,505",91427899-334662891
172.28.113.104,4,4,"2981,,505",91427899-334662892
172.28.113.104,4,5,"2981,,505",91427899-334662893
172.28.113.104,4,6,"2981,,505",91427899-334662894
172.28.113.104,4,7,"2981,,505",91427899-334662895
172.28.113.104,4,8,"2981,,505",91427899-334662896
172.28.113.104,4,9,"2981,,505",91427899-334662897
172.28.113.104,4,10,"2981,,505",91427899-334662898
172.28.113.104,4,11,"2981,,505",91427899-334662899
172.28.113.104,4,12,"2981,,505",91427899-334662900
172.28.113.104,4,13,"2981,,505",91427899-334662901
172.28.113.104,4,14,"2981,,505",91427899-334662902
172.28.113.104,4,15,"2981,,505",91427899-334662903
172.28.113.104,4,16,"2981,,505",91427899-334662904
172.28.113.104,5,1,"2981,,505",227628425-1104749884
172.28.113.104,5,2,"2981,,505",227628425-1104749885
172.28.113.104,5,3,"2981,,505",227628425-1104749886
172.28.113.104,5,4,"2981,,505",227628425-1104749887
172.28.113.104,5,5,"2981,,505",227628425-1104749888
172.28.113.104,5,6,"2981,,505",227628425-1104749889
172.28.113.104,5,7,"2981,,505",227628425-1104749890
172.28.113.104,5,8,"2981,,505",227628425-1104749891
172.28.113.104,5,9,"2981,,505",227628425-1104749892
172.28.113.104,5,10,"2981,,505",227628425-1104749893
172.28.113.104,5,11,"2981,,505",227628425-1104749894
172.28.113.104,5,12,"2981,,505",227628425-1104749895
172.28.113.104,5,13,"2981,,505",227628425-1104749896
172.28.113.104,5,14,"2981,,505",227628425-1104749897
172.28.113.104,5,15,"2981,,505",227628425-1104749898
172.28.113.104,5,16,"2981,,505",227628425-1104749899
172.28.113.104,6,1,"2981,,505",227628421-1104749611
172.28.113.104,6,2,"2981,,505",227628421-1104749612
172.28.113.104,6,3,"2981,,505",227628421-1104749613
172.28.113.104,6,4,"2981,,505",227628421-1104749614
172.28.113.104,6,5,"2981,,505",227628421-1104749615
172.28.113.104,6,6,"2981,,505",227628421-1104749616
172.28.113.104,6,7,"2981,,505",227628421-1104749617
172.28.113.104,6,8,"2981,,505",227628421-1104749618
172.28.113.104,6,9,"2981,,505",227628421-1104749619
172.28.113.104,6,10,"2981,,505",227628421-1104749620
172.28.113.104,6,11,"2981,,505",227628421-1104749621
172.28.113.104,6,12,"2981,,505",227628421-1104749622
172.28.113.104,6,13,"2981,,505",227628421-1104749623
172.28.113.104,6,14,"2981,,505",227628421-1104749624
172.28.113.104,6,15,"2981,,505",227628421-1104749625
172.28.113.104,6,16,"2981,,505",227628421-1104749626
172.28.113.104,7,1,"2981,,505",390603343-1476757411
172.28.113.104,7,2,"2981,,505",390603343-1476761508
172.28.113.104,7,3,"2981,,505",390603343-1476757412
172.28.113.104,7,4,"2981,,505",390603343-1476761509
172.28.113.104,7,5,"2981,,505",390603343-1476757413
172.28.113.104,7,6,"2981,,505",390603343-1476761510
172.28.113.104,7,7,"2981,,505",390603343-1476757414
172.28.113.104,7,8,"2981,,505",390603343-1476761511
172.28.113.104,7,9,"2981,,505",390603343-1476757415
172.28.113.104,7,10,"2981,,505",390603343-1476761512
172.28.113.104,7,11,"2981,,505",390603343-1476757416
172.28.113.104,7,12,"2981,,505",390603343-1476761513
172.28.113.104,7,13,"2981,,505",390603343-1476757417
172.28.113.104,7,14,"2981,,505",390603343-1476761514
172.28.113.104,7,15,"2981,,505",390603343-1476757418
172.28.113.104,7,16,"2981,,505",390603343-1476761515
172.28.113.104,8,1,"2981,,505",403953376-1484112228
172.28.113.104,8,2,"2981,,505",403953376-1484280981
172.28.113.104,8,3,"2981,,505",403953376-1484112229
172.28.113.104,8,4,"2981,,505",403953376-1484280982
172.28.113.104,8,5,"2981,,505",403953376-1484112230
172.28.113.104,8,6,"2981,,505",403953376-1484280983
172.28.113.104,8,7,"2981,,505",403953376-1484112231
172.28.113.104,8,8,"2981,,505",403953376-1484280984
172.28.113.104,8,9,"2981,,505",403953376-1484112232
172.28.113.104,8,10,"2981,,505",403953376-1484280985
172.28.113.104,8,11,"2981,,505",403953376-1484112233
172.28.113.104,8,12,"2981,,505",403953376-1484280986
172.28.113.104,8,13,"2981,,505",403953376-1484112234
172.28.113.104,8,14,"2981,,505",403953376-1484280987
172.28.113.104,8,15,"2981,,505",403953376-1484112235
172.28.113.104,8,16,"2981,,505",403953376-1484280988
172.28.113.104,9,1,"2981,,505",551253399-2093871946
172.28.113.104,9,2,"2981,,505",551253399-2093783262
172.28.113.104,9,3,"2981,,505",551253399-2093871947
172.28.113.104,9,4,"2981,,505",551253399-2093783263
172.28.113.104,9,5,"2981,,505",551253399-2093871948
172.28.113.104,9,6,"2981,,505",551253399-2093783264
172.28.113.104,9,7,"2981,,505",551253399-2093871949
172.28.113.104,9,8,"2981,,505",551253399-2093783265
172.28.113.104,9,9,"2981,,505",551253399-2093871950
172.28.113.104,9,10,"2981,,505",551253399-2093783266
172.28.113.104,9,11,"2981,,505",551253399-2093871951
172.28.113.104,9,12,"2981,,505",551253399-2093783267
172.28.113.104,9,13,"2981,,505",551253399-2093871952
172.28.113.104,9,14,"2981,,505",551253399-2093783268
172.28.113.104,9,15,"2981,,505",551253399-2093871953
172.28.113.104,9,16,"2981,,505",551253399-2093783269
172.28.113.104,12,1,"2981,,505",593853356-2130263643
172.28.113.104,12,2,"2981,,505",593853356-2130283475
172.28.113.104,12,3,"2981,,505",593853356-2130263644
172.28.113.104,12,4,"2981,,505",593853356-2130283476
172.28.113.104,12,5,"2981,,505",593853356-2130263645
172.28.113.104,12,6,"2981,,505",593853356-2130283477
172.28.113.104,12,7,"2981,,505",593853356-2130263646
172.28.113.104,12,8,"2981,,505",593853356-2130283478
172.28.113.104,12,9,"2981,,505",593853356-2130263647
172.28.113.104,12,10,"2981,,505",593853356-2130283479
172.28.113.104,12,11,"2981,,505",593853356-2130263648
172.28.113.104,12,12,"2981,,505",593853356-2130283480
172.28.113.104,12,13,"2981,,505",593853356-2130263649
172.28.113.104,12,14,"2981,,505",593853356-2130283481
172.28.113.104,12,15,"2981,,505",593853356-2130263650
172.28.113.104,12,16,"2981,,505",593853356-2130283482
172.28.116.238,1,1,"2218,,501",612753357-2148288649
172.28.116.238,1,2,"2218,,501",612753357-2148388850
